BR;KM;LAT;LONG
116;243,83;-22,625062;-43,916192
116;243,84;-22,62501;-43,916272
116;243,85;-22,624963;-43,916354
116;243,86;-22,624916;-43,916437
116;243,87;-22,624872;-43,916522
116;243,88;-22,62483;-43,916607
116;243,89;-22,624788;-43,916692
116;243,9;-22,624751;-43,91678
116;243,91;-22,624715;-43,916868
116;243,92;-22,624684;-43,916958
116;243,93;-22,624655;-43,917049
116;243,94;-22,624629;-43,91714
116;243,95;-22,624606;-43,917233
116;243,96;-22,624585;-43,917326
116;243,97;-22,624567;-43,91742
116;243,98;-22,624551;-43,917513
116;243,99;-22,624542;-43,917608
116;244;-22,624534;-43,917703
116;244,01;-22,624524;-43,917797
116;244,02;-22,624515;-43,917892
116;244,03;-22,624506;-43,917987
116;244,04;-22,624497;-43,918082
116;244,05;-22,624488;-43,918176
116;244,06;-22,62448;-43,918271
116;244,07;-22,624472;-43,918366
116;244,08;-22,624464;-43,918461
116;244,09;-22,624456;-43,918556
116;244,1;-22,624447;-43,91865
116;244,11;-22,624439;-43,918745
116;244,12;-22,62443;-43,91884
116;244,13;-22,624421;-43,918935
116;244,14;-22,624413;-43,91903
116;244,15;-22,624404;-43,919125
116;244,16;-22,624395;-43,919219
116;244,17;-22,624386;-43,919314
116;244,18;-22,624378;-43,919408
116;244,19;-22,624369;-43,919503
116;244,2;-22,62436;-43,919598
116;244,21;-22,624352;-43,919693
116;244,22;-22,624342;-43,919788
116;244,23;-22,624332;-43,919882
116;244,24;-22,624319;-43,919977
116;244,25;-22,624306;-43,920071
116;244,26;-22,62429;-43,920165
116;244,27;-22,624272;-43,920259
116;244,28;-22,624252;-43,920351
116;244,29;-22,62423;-43,920444
116;244,3;-22,624206;-43,920536
116;244,31;-22,624179;-43,920627
116;244,32;-22,62415;-43,920718
116;244,33;-22,624118;-43,920808
116;244,34;-22,624086;-43,920897
116;244,35;-22,624051;-43,920985
116;244,36;-22,624014;-43,921073
116;244,37;-22,623976;-43,921161
116;244,38;-22,623936;-43,921247
116;244,39;-22,623894;-43,921332
116;244,4;-22,62385;-43,921417
116;244,41;-22,623804;-43,9215
116;244,42;-22,623757;-43,921582
116;244,43;-22,623707;-43,921664
116;244,44;-22,623655;-43,921744
116;244,45;-22,623603;-43,921823
116;244,46;-22,623548;-43,921901
116;244,47;-22,623492;-43,921978
116;244,48;-22,623435;-43,922054
116;244,49;-22,623378;-43,922131
116;244,5;-22,623321;-43,922207
116;244,51;-22,623265;-43,922283
116;244,52;-22,623208;-43,92236
116;244,53;-22,623153;-43,922437
116;244,54;-22,623097;-43,922514
116;244,55;-22,62304;-43,92259
116;244,56;-22,622982;-43,922667
116;244,57;-22,622924;-43,922742
116;244,58;-22,622867;-43,922817
116;244,59;-22,62281;-43,922894
116;244,6;-22,622753;-43,92297
116;244,61;-22,622695;-43,923046
116;244,62;-22,622638;-43,923122
116;244,63;-22,62258;-43,923197
116;244,64;-22,622523;-43,923273
116;244,65;-22,622461;-43,923346
116;244,66;-22,622393;-43,923412
116;244,67;-22,622324;-43,923477
116;244,68;-22,622263;-43,92355
116;244,69;-22,622204;-43,923625
116;244,7;-22,622145;-43,9237
116;244,71;-22,622089;-43,923776
116;244,72;-22,622036;-43,923856
116;244,73;-22,621986;-43,923937
116;244,74;-22,621933;-43,924015
116;244,75;-22,621875;-43,924091
116;244,76;-22,621823;-43,92417
116;244,77;-22,621758;-43,924241
116;244,78;-22,621706;-43,92432
116;244,79;-22,621648;-43,924395
116;244,8;-22,62159;-43,92447
116;244,81;-22,621531;-43,924545
116;244,82;-22,621467;-43,924616
116;244,83;-22,62141;-43,924692
116;244,84;-22,621353;-43,924768
116;244,85;-22,621284;-43,924834
116;244,86;-22,621226;-43,924908
116;244,87;-22,621168;-43,924984
116;244,88;-22,62111;-43,92506
116;244,89;-22,621055;-43,925137
116;244,9;-22,620996;-43,925212
116;244,91;-22,620935;-43,925284
116;244,92;-22,620872;-43,925356
116;244,93;-22,620811;-43,92543
116;244,94;-22,620751;-43,925504
116;244,95;-22,620692;-43,925578
116;244,96;-22,620633;-43,925652
116;244,97;-22,620574;-43,925727
116;244,98;-22,620515;-43,925802
116;244,99;-22,620456;-43,925877
116;245;-22,620397;-43,925951
116;245,01;-22,620338;-43,926026
116;245,02;-22,620279;-43,9261
116;245,03;-22,62022;-43,926175
116;245,04;-22,620161;-43,92625
116;245,05;-22,620103;-43,926325
116;245,06;-22,620044;-43,9264
116;245,07;-22,619986;-43,926476
116;245,08;-22,619928;-43,926551
116;245,09;-22,61987;-43,926627
116;245,1;-22,619813;-43,926702
116;245,11;-22,619755;-43,926778
116;245,12;-22,619696;-43,926853
116;245,13;-22,619638;-43,926928
116;245,14;-22,619579;-43,927003
116;245,15;-22,61952;-43,927077
116;245,16;-22,61946;-43,927152
116;245,17;-22,6194;-43,927226
116;245,18;-22,61934;-43,927299
116;245,19;-22,619279;-43,927372
116;245,2;-22,619217;-43,927445
116;245,21;-22,619155;-43,927517
116;245,22;-22,619091;-43,927587
116;245,23;-22,619027;-43,927658
116;245,24;-22,618962;-43,927727
116;245,25;-22,618896;-43,927796
116;245,26;-22,618829;-43,927864
116;245,27;-22,618761;-43,92793
116;245,28;-22,618693;-43,927997
116;245,29;-22,618624;-43,928062
116;245,3;-22,618555;-43,928127
116;245,31;-22,618486;-43,928193
116;245,32;-22,618417;-43,928258
116;245,33;-22,618349;-43,928325
116;245,34;-22,618281;-43,928392
116;245,35;-22,618216;-43,928461
116;245,36;-22,618152;-43,928532
116;245,37;-22,618089;-43,928604
116;245,38;-22,61803;-43,928679
116;245,39;-22,617972;-43,928754
116;245,4;-22,617918;-43,928832
116;245,41;-22,617864;-43,92891
116;245,42;-22,617815;-43,928992
116;245,43;-22,617766;-43,929073
116;245,44;-22,617722;-43,929158
116;245,45;-22,617678;-43,929242
116;245,46;-22,617637;-43,929328
116;245,47;-22,617598;-43,929415
116;245,48;-22,617561;-43,929503
116;245,49;-22,617525;-43,929591
116;245,5;-22,617493;-43,929681
116;245,51;-22,617463;-43,929771
116;245,52;-22,617433;-43,929861
116;245,53;-22,617405;-43,929952
116;245,54;-22,617376;-43,930042
116;245,55;-22,617347;-43,930133
116;245,56;-22,617318;-43,930224
116;245,57;-22,61729;-43,930315
116;245,58;-22,617261;-43,930405
116;245,59;-22,617232;-43,930496
116;245,6;-22,617202;-43,930586
116;245,61;-22,617169;-43,930676
116;245,62;-22,617135;-43,930765
116;245,63;-22,617098;-43,930852
116;245,64;-22,617057;-43,930938
116;245,65;-22,617014;-43,931023
116;245,66;-22,616966;-43,931105
116;245,67;-22,616916;-43,931187
116;245,68;-22,616861;-43,931264
116;245,69;-22,616806;-43,931342
116;245,7;-22,616744;-43,931414
116;245,71;-22,616683;-43,931486
116;245,72;-22,616615;-43,931553
116;245,73;-22,616547;-43,93162
116;245,74;-22,616473;-43,931681
116;245,75;-22,616399;-43,93174
116;245,76;-22,61632;-43,931793
116;245,77;-22,616239;-43,931844
116;245,78;-22,616155;-43,931888
116;245,79;-22,616071;-43,931932
116;245,8;-22,615983;-43,931969
116;245,81;-22,615894;-43,932004
116;245,82;-22,615803;-43,932031
116;245,83;-22,615712;-43,932056
116;245,84;-22,615618;-43,932075
116;245,85;-22,615524;-43,932089
116;245,86;-22,61543;-43,932099
116;245,87;-22,615334;-43,932101
116;245,88;-22,615239;-43,932101
116;245,89;-22,615145;-43,932095
116;245,9;-22,61505;-43,932085
116;245,91;-22,614956;-43,932071
116;245,92;-22,614863;-43,932052
116;245,93;-22,61477;-43,932029
116;245,94;-22,614678;-43,932004
116;245,95;-22,614586;-43,931979
116;245,96;-22,614495;-43,931956
116;245,97;-22,614402;-43,931933
116;245,98;-22,614309;-43,931913
116;245,99;-22,614216;-43,931892
116;246;-22,614124;-43,931868
116;246,01;-22,614032;-43,931843
116;246,02;-22,613941;-43,931817
116;246,03;-22,613849;-43,93179
116;246,04;-22,613759;-43,931758
116;246,05;-22,613671;-43,931721
116;246,06;-22,613582;-43,931689
116;246,07;-22,61349;-43,931664
116;246,08;-22,613398;-43,931644
116;246,09;-22,613304;-43,931625
116;246,1;-22,61321;-43,931612
116;246,11;-22,613116;-43,9316
116;246,12;-22,61302;-43,931592
116;246,13;-22,612925;-43,931586
116;246,14;-22,612831;-43,931583
116;246,15;-22,612735;-43,93158
116;246,16;-22,61264;-43,931579
116;246,17;-22,612545;-43,931579
116;246,18;-22,61245;-43,93158
116;246,19;-22,612354;-43,931581
116;246,2;-22,61226;-43,931584
116;246,21;-22,612165;-43,931587
116;246,22;-22,612069;-43,93159
116;246,23;-22,611974;-43,931593
116;246,24;-22,611879;-43,931595
116;246,25;-22,611784;-43,931597
116;246,26;-22,611689;-43,931599
116;246,27;-22,611594;-43,931601
116;246,28;-22,611499;-43,931603
116;246,29;-22,611403;-43,931605
116;246,3;-22,611308;-43,931606
116;246,31;-22,611213;-43,931609
116;246,32;-22,611117;-43,931611
116;246,33;-22,611023;-43,931614
116;246,34;-22,610928;-43,931618
116;246,35;-22,610833;-43,931621
116;246,36;-22,610737;-43,931625
116;246,37;-22,610643;-43,931632
116;246,38;-22,610548;-43,931638
116;246,39;-22,610453;-43,93165
116;246,4;-22,610358;-43,931662
116;246,41;-22,610265;-43,931679
116;246,42;-22,610171;-43,931699
116;246,43;-22,610079;-43,931722
116;246,44;-22,609987;-43,931746
116;246,45;-22,609896;-43,931773
116;246,46;-22,609805;-43,931802
116;246,47;-22,609716;-43,931835
116;246,48;-22,609629;-43,931873
116;246,49;-22,609542;-43,931913
116;246,5;-22,609459;-43,931958
116;246,51;-22,609375;-43,932004
116;246,52;-22,609296;-43,932056
116;246,53;-22,609217;-43,932109
116;246,54;-22,609141;-43,932166
116;246,55;-22,609067;-43,932226
116;246,56;-22,608994;-43,932288
116;246,57;-22,608924;-43,932352
116;246,58;-22,608854;-43,932417
116;246,59;-22,608789;-43,932486
116;246,6;-22,608724;-43,932555
116;246,61;-22,608661;-43,932627
116;246,62;-22,6086;-43,9327
116;246,63;-22,608541;-43,932774
116;246,64;-22,608484;-43,932851
116;246,65;-22,608427;-43,932927
116;246,66;-22,608374;-43,933006
116;246,67;-22,608321;-43,933085
116;246,68;-22,608267;-43,933163
116;246,69;-22,608213;-43,933242
116;246,7;-22,608158;-43,93332
116;246,71;-22,608105;-43,933399
116;246,72;-22,608053;-43,933478
116;246,73;-22,608;-43,933557
116;246,74;-22,607947;-43,933637
116;246,75;-22,607894;-43,933716
116;246,76;-22,607842;-43,933795
116;246,77;-22,607789;-43,933874
116;246,78;-22,607736;-43,933953
116;246,79;-22,607683;-43,934032
116;246,8;-22,607628;-43,934109
116;246,81;-22,607572;-43,934187
116;246,82;-22,607515;-43,934262
116;246,83;-22,607455;-43,934337
116;246,84;-22,607394;-43,93441
116;246,85;-22,607329;-43,934479
116;246,86;-22,607263;-43,934548
116;246,87;-22,607193;-43,934613
116;246,88;-22,607122;-43,934677
116;246,89;-22,607049;-43,934738
116;246,9;-22,606974;-43,934797
116;246,91;-22,606897;-43,934852
116;246,92;-22,606818;-43,934904
116;246,93;-22,606737;-43,934954
116;246,94;-22,606653;-43,934999
116;246,95;-22,60657;-43,935044
116;246,96;-22,606483;-43,935083
116;246,97;-22,606396;-43,935123
116;246,98;-22,606307;-43,935157
116;246,99;-22,606218;-43,93519
116;247;-22,606127;-43,935218
116;247,01;-22,606035;-43,935244
116;247,02;-22,605943;-43,935268
116;247,03;-22,605851;-43,935289
116;247,04;-22,605757;-43,935308
116;247,05;-22,605664;-43,935323
116;247,06;-22,605569;-43,935337
116;247,07;-22,605475;-43,93535
116;247,08;-22,60538;-43,935362
116;247,09;-22,605286;-43,935373
116;247,1;-22,605192;-43,935384
116;247,11;-22,605097;-43,935394
116;247,12;-22,605002;-43,935404
116;247,13;-22,604907;-43,935414
116;247,14;-22,604812;-43,935424
116;247,15;-22,604718;-43,935434
116;247,16;-22,604623;-43,935443
116;247,17;-22,604528;-43,935453
116;247,18;-22,604434;-43,935463
116;247,19;-22,604339;-43,935473
116;247,2;-22,604245;-43,935484
116;247,21;-22,60415;-43,935494
116;247,22;-22,604056;-43,935505
116;247,23;-22,603961;-43,935517
116;247,24;-22,603867;-43,93553
116;247,25;-22,603772;-43,935544
116;247,26;-22,603679;-43,935563
116;247,27;-22,603586;-43,935582
116;247,28;-22,603495;-43,935608
116;247,29;-22,603404;-43,935635
116;247,3;-22,603315;-43,935669
116;247,31;-22,603226;-43,935705
116;247,32;-22,603142;-43,935748
116;247,33;-22,603058;-43,935793
116;247,34;-22,602979;-43,935846
116;247,35;-22,602901;-43,9359
116;247,36;-22,602828;-43,935962
116;247,37;-22,602755;-43,936023
116;247,38;-22,602688;-43,936091
116;247,39;-22,602621;-43,936159
116;247,4;-22,602559;-43,93623
116;247,41;-22,602496;-43,936303
116;247,42;-22,602436;-43,936376
116;247,43;-22,602377;-43,936451
116;247,44;-22,602319;-43,936525
116;247,45;-22,602261;-43,936601
116;247,46;-22,602203;-43,936676
116;247,47;-22,602145;-43,936752
116;247,48;-22,602087;-43,936827
116;247,49;-22,602029;-43,936903
116;247,5;-22,601971;-43,936979
116;247,51;-22,601913;-43,937054
116;247,52;-22,601855;-43,93713
116;247,53;-22,601797;-43,937205
116;247,54;-22,601739;-43,93728
116;247,55;-22,601681;-43,937356
116;247,56;-22,601623;-43,937431
116;247,57;-22,601565;-43,937506
116;247,58;-22,601508;-43,937583
116;247,59;-22,60145;-43,937659
116;247,6;-22,601394;-43,937736
116;247,61;-22,601339;-43,937813
116;247,62;-22,601284;-43,93789
116;247,63;-22,60123;-43,937969
116;247,64;-22,601176;-43,938048
116;247,65;-22,601123;-43,938127
116;247,66;-22,601071;-43,938207
116;247,67;-22,601021;-43,938288
116;247,68;-22,600971;-43,938369
116;247,69;-22,600922;-43,93845
116;247,7;-22,600873;-43,938531
116;247,71;-22,600824;-43,938613
116;247,72;-22,600775;-43,938695
116;247,73;-22,600725;-43,938776
116;247,74;-22,600674;-43,938857
116;247,75;-22,600624;-43,938937
116;247,76;-22,600575;-43,939019
116;247,77;-22,600526;-43,939101
116;247,78;-22,600477;-43,939182
116;247,79;-22,600429;-43,939264
116;247,8;-22,60038;-43,939345
116;247,81;-22,600331;-43,939427
116;247,82;-22,600284;-43,93951
116;247,83;-22,600238;-43,939593
116;247,84;-22,600191;-43,939677
116;247,85;-22,600143;-43,939758
116;247,86;-22,600094;-43,93984
116;247,87;-22,600046;-43,939922
116;247,88;-22,599998;-43,940004
116;247,89;-22,59995;-43,940087
116;247,9;-22,599902;-43,940169
116;247,91;-22,599856;-43,940252
116;247,92;-22,59981;-43,940335
116;247,93;-22,599766;-43,940419
116;247,94;-22,599722;-43,940504
116;247,95;-22,59968;-43,940589
116;247,96;-22,59964;-43,940676
116;247,97;-22,599602;-43,940763
116;247,98;-22,599568;-43,940852
116;247,99;-22,599536;-43,940942
116;248;-22,599516;-43,941035
116;248,01;-22,599495;-43,941128
116;248,02;-22,599473;-43,94122
116;248,03;-22,599452;-43,941312
116;248,04;-22,599432;-43,941406
116;248,05;-22,599412;-43,941499
116;248,06;-22,5994;-43,941593
116;248,07;-22,599388;-43,941688
116;248,08;-22,599386;-43,941783
116;248,09;-22,599385;-43,941878
116;248,1;-22,599384;-43,941973
116;248,11;-22,599383;-43,942068
116;248,12;-22,599387;-43,942163
116;248,13;-22,59939;-43,942259
116;248,14;-22,599396;-43,942354
116;248,15;-22,599403;-43,942449
116;248,16;-22,59941;-43,942544
116;248,17;-22,599418;-43,942639
116;248,18;-22,599427;-43,942733
116;248,19;-22,599435;-43,942828
116;248,2;-22,599444;-43,942922
116;248,21;-22,599453;-43,943017
116;248,22;-22,599461;-43,943112
116;248,23;-22,59947;-43,943207
116;248,24;-22,599478;-43,943302
116;248,25;-22,599486;-43,943397
116;248,26;-22,599493;-43,943492
116;248,27;-22,599501;-43,943587
116;248,28;-22,599508;-43,943682
116;248,29;-22,599514;-43,943777
116;248,3;-22,599519;-43,943872
116;248,31;-22,599526;-43,943967
116;248,32;-22,599533;-43,944061
116;248,33;-22,599542;-43,944156
116;248,34;-22,599551;-43,944251
116;248,35;-22,599561;-43,944346
116;248,36;-22,599574;-43,94444
116;248,37;-22,599584;-43,944535
116;248,38;-22,59959;-43,944629
116;248,39;-22,599598;-43,944724
116;248,4;-22,599611;-43,944819
116;248,41;-22,599623;-43,944913
116;248,42;-22,599632;-43,945008
116;248,43;-22,599641;-43,945102
116;248,44;-22,59965;-43,945197
116;248,45;-22,599658;-43,945292
116;248,46;-22,599666;-43,945387
116;248,47;-22,599675;-43,945482
116;248,48;-22,599683;-43,945576
116;248,49;-22,599691;-43,945671
116;248,5;-22,599699;-43,945766
116;248,51;-22,599707;-43,945861
116;248,52;-22,599716;-43,945956
116;248,53;-22,599728;-43,94605
116;248,54;-22,59974;-43,946145
116;248,55;-22,599744;-43,94624
116;248,56;-22,599748;-43,946335
116;248,57;-22,599755;-43,946429
116;248,58;-22,599764;-43,946524
116;248,59;-22,599773;-43,946619
116;248,6;-22,599783;-43,946714
116;248,61;-22,599791;-43,946809
116;248,62;-22,599798;-43,946904
116;248,63;-22,599805;-43,946998
116;248,64;-22,599811;-43,947093
116;248,65;-22,599817;-43,947188
116;248,66;-22,599821;-43,947283
116;248,67;-22,599826;-43,947379
116;248,68;-22,599829;-43,947474
116;248,69;-22,599832;-43,947569
116;248,7;-22,599833;-43,947664
116;248,71;-22,599835;-43,947759
116;248,72;-22,599834;-43,947855
116;248,73;-22,599833;-43,94795
116;248,74;-22,599831;-43,948045
116;248,75;-22,599827;-43,94814
116;248,76;-22,599823;-43,948235
116;248,77;-22,599818;-43,948331
116;248,78;-22,599812;-43,948425
116;248,79;-22,599806;-43,94852
116;248,8;-22,599799;-43,948615
116;248,81;-22,599791;-43,94871
116;248,82;-22,599784;-43,948805
116;248,83;-22,599776;-43,9489
116;248,84;-22,599769;-43,948995
116;248,85;-22,59976;-43,94909
116;248,86;-22,599752;-43,949184
116;248,87;-22,599744;-43,949279
116;248,88;-22,599736;-43,949374
116;248,89;-22,599727;-43,949468
116;248,9;-22,599719;-43,949563
116;248,91;-22,599711;-43,949658
116;248,92;-22,599704;-43,949753
116;248,93;-22,599696;-43,949848
116;248,94;-22,599687;-43,949943
116;248,95;-22,599677;-43,950038
116;248,96;-22,599665;-43,950132
116;248,97;-22,599654;-43,950226
116;248,98;-22,599643;-43,950321
116;248,99;-22,599629;-43,950415
116;249;-22,599612;-43,950509
116;249,01;-22,599593;-43,950602
116;249,02;-22,599571;-43,950695
116;249,03;-22,599547;-43,950787
116;249,04;-22,599521;-43,950878
116;249,05;-22,599492;-43,950969
116;249,06;-22,599461;-43,951059
116;249,07;-22,599425;-43,951147
116;249,08;-22,599389;-43,951236
116;249,09;-22,59935;-43,951322
116;249,1;-22,59931;-43,951408
116;249,11;-22,599266;-43,951492
116;249,12;-22,599221;-43,951576
116;249,13;-22,599172;-43,951658
116;249,14;-22,599121;-43,951738
116;249,15;-22,599067;-43,951817
116;249,16;-22,599011;-43,951893
116;249,17;-22,598952;-43,951968
116;249,18;-22,598891;-43,952041
116;249,19;-22,598829;-43,952113
116;249,2;-22,598765;-43,952184
116;249,21;-22,598699;-43,952252
116;249,22;-22,598633;-43,952321
116;249,23;-22,598566;-43,952389
116;249,24;-22,5985;-43,952457
116;249,25;-22,598433;-43,952525
116;249,26;-22,598366;-43,952593
116;249,27;-22,598299;-43,952661
116;249,28;-22,598233;-43,952728
116;249,29;-22,598166;-43,952796
116;249,3;-22,598099;-43,952864
116;249,31;-22,598033;-43,952932
116;249,32;-22,597966;-43,953
116;249,33;-22,5979;-43,953069
116;249,34;-22,597833;-43,953137
116;249,35;-22,597767;-43,953205
116;249,36;-22,597701;-43,953273
116;249,37;-22,597634;-43,953342
116;249,38;-22,597568;-43,95341
116;249,39;-22,597502;-43,953478
116;249,4;-22,597435;-43,953546
116;249,41;-22,597369;-43,953614
116;249,42;-22,597302;-43,953682
116;249,43;-22,597236;-43,95375
116;249,44;-22,597169;-43,953818
116;249,45;-22,597102;-43,953886
116;249,46;-22,597034;-43,953953
116;249,47;-22,596966;-43,954019
116;249,48;-22,596896;-43,954084
116;249,49;-22,596827;-43,954149
116;249,5;-22,596755;-43,954212
116;249,51;-22,596683;-43,954274
116;249,52;-22,596609;-43,954333
116;249,53;-22,596533;-43,95439
116;249,54;-22,596455;-43,954446
116;249,55;-22,596376;-43,954499
116;249,56;-22,596296;-43,95455
116;249,57;-22,596216;-43,9546
116;249,58;-22,596131;-43,954643
116;249,59;-22,596046;-43,954686
116;249,6;-22,595961;-43,954729
116;249,61;-22,595876;-43,954772
116;249,62;-22,595791;-43,954815
116;249,63;-22,595706;-43,954858
116;249,64;-22,595621;-43,954901
116;249,65;-22,595536;-43,954944
116;249,66;-22,595451;-43,954987
116;249,67;-22,595366;-43,95503
116;249,68;-22,59528;-43,955072
116;249,69;-22,595195;-43,955112
116;249,7;-22,595107;-43,955151
116;249,71;-22,59502;-43,955189
116;249,72;-22,594932;-43,955226
116;249,73;-22,594844;-43,955263
116;249,74;-22,594757;-43,9553
116;249,75;-22,594669;-43,955336
116;249,76;-22,594581;-43,955373
116;249,77;-22,594493;-43,95541
116;249,78;-22,594405;-43,955445
116;249,79;-22,594315;-43,955477
116;249,8;-22,594225;-43,955508
116;249,81;-22,594136;-43,95554
116;249,82;-22,594046;-43,955571
116;249,83;-22,593956;-43,955601
116;249,84;-22,593866;-43,955632
116;249,85;-22,593776;-43,955662
116;249,86;-22,593685;-43,955693
116;249,87;-22,593595;-43,955724
116;249,88;-22,593505;-43,955755
116;249,89;-22,593415;-43,955786
116;249,9;-22,593325;-43,955816
116;249,91;-22,593235;-43,955846
116;249,92;-22,593144;-43,955876
116;249,93;-22,593054;-43,955907
116;249,94;-22,592964;-43,955937
116;249,95;-22,592874;-43,955969
116;249,96;-22,592784;-43,956001
116;249,97;-22,592695;-43,956033
116;249,98;-22,592605;-43,956065
116;249,99;-22,592515;-43,956097
116;250;-22,592426;-43,95613
116;250,01;-22,592337;-43,956163
116;250,02;-22,592248;-43,956196
116;250,03;-22,592158;-43,956228
116;250,04;-22,592067;-43,956257
116;250,05;-22,591977;-43,956285
116;250,06;-22,591886;-43,956313
116;250,07;-22,591795;-43,956343
116;250,08;-22,591705;-43,956373
116;250,09;-22,591615;-43,956403
116;250,1;-22,591524;-43,956433
116;250,11;-22,591434;-43,956463
116;250,12;-22,591344;-43,956493
116;250,13;-22,591253;-43,956523
116;250,14;-22,591163;-43,956553
116;250,15;-22,591072;-43,956583
116;250,16;-22,590982;-43,956614
116;250,17;-22,590892;-43,956644
116;250,18;-22,590802;-43,956675
116;250,19;-22,590712;-43,956705
116;250,2;-22,590621;-43,956735
116;250,21;-22,590531;-43,956764
116;250,22;-22,59044;-43,956793
116;250,23;-22,59035;-43,956822
116;250,24;-22,590258;-43,956849
116;250,25;-22,590167;-43,956876
116;250,26;-22,590075;-43,956902
116;250,27;-22,589984;-43,956929
116;250,28;-22,589893;-43,956955
116;250,29;-22,589802;-43,956984
116;250,3;-22,589711;-43,957013
116;250,31;-22,589621;-43,957043
116;250,32;-22,589531;-43,957074
116;250,33;-22,589441;-43,957105
116;250,34;-22,589351;-43,957136
116;250,35;-22,589261;-43,957168
116;250,36;-22,589171;-43,957199
116;250,37;-22,589081;-43,95723
116;250,38;-22,588991;-43,957261
116;250,39;-22,588902;-43,957293
116;250,4;-22,588812;-43,957326
116;250,41;-22,588725;-43,957362
116;250,42;-22,588638;-43,957401
116;250,43;-22,588551;-43,95744
116;250,44;-22,588463;-43,957477
116;250,45;-22,588374;-43,957509
116;250,46;-22,588283;-43,957539
116;250,47;-22,588193;-43,957569
116;250,48;-22,588102;-43,957599
116;250,49;-22,588012;-43,957629
116;250,5;-22,587922;-43,957659
116;250,51;-22,587831;-43,957689
116;250,52;-22,587741;-43,957719
116;250,53;-22,587651;-43,957749
116;250,54;-22,587562;-43,957781
116;250,55;-22,587472;-43,957813
116;250,56;-22,587382;-43,957845
116;250,57;-22,587292;-43,957876
116;250,58;-22,587202;-43,957906
116;250,59;-22,587112;-43,957937
116;250,6;-22,587021;-43,957968
116;250,61;-22,586932;-43,957999
116;250,62;-22,586842;-43,95803
116;250,63;-22,586753;-43,958064
116;250,64;-22,586663;-43,958098
116;250,65;-22,586576;-43,958135
116;250,66;-22,586489;-43,958173
116;250,67;-22,586403;-43,958214
116;250,68;-22,586319;-43,958258
116;250,69;-22,586236;-43,958306
116;250,7;-22,586158;-43,958361
116;250,71;-22,586081;-43,958415
116;250,72;-22,586003;-43,95847
116;250,73;-22,585925;-43,958525
116;250,74;-22,585848;-43,95858
116;250,75;-22,58577;-43,958635
116;250,76;-22,585698;-43,958697
116;250,77;-22,58563;-43,958764
116;250,78;-22,585562;-43,95883
116;250,79;-22,585493;-43,958896
116;250,8;-22,585425;-43,958963
116;250,81;-22,58536;-43,959032
116;250,82;-22,585295;-43,959102
116;250,83;-22,585231;-43,959172
116;250,84;-22,585167;-43,959242
116;250,85;-22,585103;-43,959312
116;250,86;-22,585038;-43,959383
116;250,87;-22,584974;-43,959453
116;250,88;-22,58491;-43,959523
116;250,89;-22,584845;-43,959593
116;250,9;-22,584781;-43,959663
116;250,91;-22,584716;-43,959733
116;250,92;-22,584652;-43,959803
116;250,93;-22,584587;-43,959873
116;250,94;-22,584522;-43,959943
116;250,95;-22,584458;-43,960013
116;250,96;-22,584394;-43,960083
116;250,97;-22,58433;-43,960153
116;250,98;-22,584266;-43,960224
116;250,99;-22,584202;-43,960295
116;251;-22,584139;-43,960366
116;251,01;-22,584076;-43,960438
116;251,02;-22,584016;-43,960512
116;251,03;-22,583957;-43,960586
116;251,04;-22,583901;-43,960663
116;251,05;-22,583846;-43,960741
116;251,06;-22,583794;-43,96082
116;251,07;-22,583746;-43,960902
116;251,08;-22,583698;-43,960984
116;251,09;-22,583655;-43,96107
116;251,1;-22,583612;-43,961155
116;251,11;-22,583572;-43,961241
116;251,12;-22,583533;-43,961328
116;251,13;-22,583497;-43,961416
116;251,14;-22,583463;-43,961505
116;251,15;-22,583429;-43,961594
116;251,16;-22,583406;-43,961686
116;251,17;-22,583384;-43,961779
116;251,18;-22,583364;-43,961872
116;251,19;-22,583348;-43,961966
116;251,2;-22,583332;-43,962059
116;251,21;-22,583321;-43,962154
116;251,22;-22,58331;-43,962248
116;251,23;-22,583301;-43,962343
116;251,24;-22,583293;-43,962438
116;251,25;-22,583285;-43,962533
116;251,26;-22,58328;-43,962628
116;251,27;-22,583274;-43,962722
116;251,28;-22,583269;-43,962817
116;251,29;-22,583262;-43,962912
116;251,3;-22,583256;-43,963007
116;251,31;-22,58325;-43,963102
116;251,32;-22,583244;-43,963198
116;251,33;-22,58324;-43,963293
116;251,34;-22,583237;-43,963388
116;251,35;-22,583235;-43,963483
116;251,36;-22,583228;-43,963578
116;251,37;-22,583222;-43,963673
116;251,38;-22,583216;-43,963768
116;251,39;-22,58321;-43,963863
116;251,4;-22,583204;-43,963958
116;251,41;-22,583199;-43,964053
116;251,42;-22,583194;-43,964148
116;251,43;-22,58319;-43,964243
116;251,44;-22,583185;-43,964338
116;251,45;-22,58318;-43,964433
116;251,46;-22,583175;-43,964528
116;251,47;-22,583169;-43,964623
116;251,48;-22,583164;-43,964718
116;251,49;-22,583159;-43,964813
116;251,5;-22,583154;-43,964908
116;251,51;-22,583149;-43,965003
116;251,52;-22,583144;-43,965099
116;251,53;-22,583139;-43,965194
116;251,54;-22,583134;-43,965289
116;251,55;-22,58313;-43,965384
116;251,56;-22,583126;-43,965479
116;251,57;-22,583121;-43,965574
116;251,58;-22,583117;-43,965669
116;251,59;-22,583112;-43,965764
116;251,6;-22,583107;-43,965859
