BR;KM;LAT;LONG
116;105,89;-23,012203;-45,522135
116;105,9;-23,012258;-45,522214
116;105,91;-23,012314;-45,522292
116;105,92;-23,012369;-45,52237
116;105,93;-23,012425;-45,522448
116;105,94;-23,012481;-45,522526
116;105,95;-23,012537;-45,522604
116;105,96;-23,012593;-45,522682
116;105,97;-23,012649;-45,522759
116;105,98;-23,012705;-45,522837
116;105,99;-23,012761;-45,522914
116;106;-23,012817;-45,522992
116;106,01;-23,012873;-45,52307
116;106,02;-23,012929;-45,523148
116;106,03;-23,012985;-45,523225
116;106,04;-23,013041;-45,523303
116;106,05;-23,013096;-45,523381
116;106,06;-23,013152;-45,523459
116;106,07;-23,013207;-45,523538
116;106,08;-23,013262;-45,523616
116;106,09;-23,013317;-45,523694
116;106,1;-23,013372;-45,523773
116;106,11;-23,013428;-45,523851
116;106,12;-23,013483;-45,523929
116;106,13;-23,013538;-45,524007
116;106,14;-23,013594;-45,524085
116;106,15;-23,01365;-45,524163
116;106,16;-23,013705;-45,524241
116;106,17;-23,013761;-45,524319
116;106,18;-23,013817;-45,524397
116;106,19;-23,013872;-45,524475
116;106,2;-23,013929;-45,524553
116;106,21;-23,013985;-45,52463
116;106,22;-23,014041;-45,524708
116;106,23;-23,014096;-45,524786
116;106,24;-23,014152;-45,524863
116;106,25;-23,014208;-45,524941
116;106,26;-23,014264;-45,525019
116;106,27;-23,014319;-45,525097
116;106,28;-23,014375;-45,525175
116;106,29;-23,014432;-45,525253
116;106,3;-23,014488;-45,52533
116;106,31;-23,014545;-45,525407
116;106,32;-23,014603;-45,525483
116;106,33;-23,014661;-45,525559
116;106,34;-23,01472;-45,525635
116;106,35;-23,014779;-45,525711
116;106,36;-23,014838;-45,525786
116;106,37;-23,014896;-45,525861
116;106,38;-23,014955;-45,525937
116;106,39;-23,015014;-45,526013
116;106,4;-23,015072;-45,52609
116;106,41;-23,015129;-45,526167
116;106,42;-23,015185;-45,526244
116;106,43;-23,015242;-45,526321
116;106,44;-23,015298;-45,526398
116;106,45;-23,015355;-45,526476
116;106,46;-23,015411;-45,526553
116;106,47;-23,015467;-45,526631
116;106,48;-23,015521;-45,52671
116;106,49;-23,015577;-45,526789
116;106,5;-23,015632;-45,526867
116;106,51;-23,015687;-45,526945
116;106,52;-23,015743;-45,527022
116;106,53;-23,015799;-45,5271
116;106,54;-23,015855;-45,527179
116;106,55;-23,015908;-45,527258
116;106,56;-23,015961;-45,527338
116;106,57;-23,016012;-45,527419
116;106,58;-23,016063;-45,527499
116;106,59;-23,016116;-45,527579
116;106,6;-23,016169;-45,527659
116;106,61;-23,016223;-45,527738
116;106,62;-23,016278;-45,527817
116;106,63;-23,016334;-45,527895
116;106,64;-23,01639;-45,527973
116;106,65;-23,016446;-45,52805
116;106,66;-23,016503;-45,528128
116;106,67;-23,016559;-45,528206
116;106,68;-23,016615;-45,528283
116;106,69;-23,016671;-45,528361
116;106,7;-23,016726;-45,528439
116;106,71;-23,016782;-45,528516
116;106,72;-23,016837;-45,528595
116;106,73;-23,016892;-45,528673
116;106,74;-23,016948;-45,528751
116;106,75;-23,017004;-45,528829
116;106,76;-23,017061;-45,528906
116;106,77;-23,017117;-45,528983
116;106,78;-23,017173;-45,529061
116;106,79;-23,017229;-45,529139
116;106,8;-23,017286;-45,529217
116;106,81;-23,017342;-45,529294
116;106,82;-23,017397;-45,529372
116;106,83;-23,017453;-45,52945
116;106,84;-23,017509;-45,529528
116;106,85;-23,017564;-45,529606
116;106,86;-23,01762;-45,529684
116;106,87;-23,017675;-45,529762
116;106,88;-23,01773;-45,52984
116;106,89;-23,017786;-45,529918
116;106,9;-23,017841;-45,529996
116;106,91;-23,017897;-45,530074
116;106,92;-23,017952;-45,530152
116;106,93;-23,018008;-45,530231
116;106,94;-23,018064;-45,530309
116;106,95;-23,01812;-45,530387
116;106,96;-23,018175;-45,530464
116;106,97;-23,018231;-45,530542
116;106,98;-23,018287;-45,53062
116;106,99;-23,018343;-45,530698
116;107;-23,018399;-45,530776
116;107,01;-23,018454;-45,530854
116;107,02;-23,01851;-45,530932
116;107,03;-23,018566;-45,53101
116;107,04;-23,018621;-45,531088
116;107,05;-23,018677;-45,531166
116;107,06;-23,018732;-45,531244
116;107,07;-23,018788;-45,531322
116;107,08;-23,018844;-45,531399
116;107,09;-23,018901;-45,531476
116;107,1;-23,018958;-45,531553
116;107,11;-23,019014;-45,531631
116;107,12;-23,01907;-45,531709
116;107,13;-23,019126;-45,531787
116;107,14;-23,019182;-45,531865
116;107,15;-23,019237;-45,531943
116;107,16;-23,019292;-45,532021
116;107,17;-23,019347;-45,5321
116;107,18;-23,019402;-45,532178
116;107,19;-23,019457;-45,532256
116;107,2;-23,019513;-45,532335
116;107,21;-23,019568;-45,532412
116;107,22;-23,019624;-45,53249
116;107,23;-23,01968;-45,532568
116;107,24;-23,019736;-45,532645
116;107,25;-23,019792;-45,532723
116;107,26;-23,019848;-45,532801
116;107,27;-23,019904;-45,532879
116;107,28;-23,01996;-45,532957
116;107,29;-23,020015;-45,533035
116;107,3;-23,020071;-45,533113
116;107,31;-23,020126;-45,533191
116;107,32;-23,020182;-45,533269
116;107,33;-23,020238;-45,533347
116;107,34;-23,020294;-45,533424
116;107,35;-23,020351;-45,533502
116;107,36;-23,020407;-45,533579
116;107,37;-23,020463;-45,533657
116;107,38;-23,020519;-45,533734
116;107,39;-23,020575;-45,533812
116;107,4;-23,020631;-45,53389
116;107,41;-23,020686;-45,533969
116;107,42;-23,020741;-45,534047
116;107,43;-23,020796;-45,534125
116;107,44;-23,020852;-45,534203
116;107,45;-23,020908;-45,53428
116;107,46;-23,020965;-45,534357
116;107,47;-23,021022;-45,534434
116;107,48;-23,021079;-45,534511
116;107,49;-23,021136;-45,534589
116;107,5;-23,021194;-45,534665
116;107,51;-23,021253;-45,534741
116;107,52;-23,021313;-45,534815
116;107,53;-23,021373;-45,53489
116;107,54;-23,021433;-45,534965
116;107,55;-23,02149;-45,535042
116;107,56;-23,021546;-45,535119
116;107,57;-23,021602;-45,535197
116;107,58;-23,021657;-45,535275
116;107,59;-23,021713;-45,535353
116;107,6;-23,021769;-45,535431
116;107,61;-23,021825;-45,535508
116;107,62;-23,02188;-45,535586
116;107,63;-23,021936;-45,535664
116;107,64;-23,021994;-45,535742
116;107,65;-23,022046;-45,535821
116;107,66;-23,022101;-45,5359
116;107,67;-23,022155;-45,535978
116;107,68;-23,02221;-45,536057
116;107,69;-23,022263;-45,536137
116;107,7;-23,022313;-45,536218
116;107,71;-23,022363;-45,5363
116;107,72;-23,022415;-45,536381
116;107,73;-23,022468;-45,536461
116;107,74;-23,022523;-45,536539
116;107,75;-23,022578;-45,536618
116;107,76;-23,022633;-45,536696
116;107,77;-23,022689;-45,536774
116;107,78;-23,022745;-45,536852
116;107,79;-23,022801;-45,536929
116;107,8;-23,022856;-45,537007
116;107,81;-23,022913;-45,537085
116;107,82;-23,022969;-45,537163
116;107,83;-23,023024;-45,53724
116;107,84;-23,023081;-45,537318
116;107,85;-23,023137;-45,537396
116;107,86;-23,023193;-45,537473
116;107,87;-23,023249;-45,537551
116;107,88;-23,023305;-45,537629
116;107,89;-23,023361;-45,537707
116;107,9;-23,023416;-45,537784
116;107,91;-23,023472;-45,537862
116;107,92;-23,02353;-45,537939
116;107,93;-23,023588;-45,538014
116;107,94;-23,023651;-45,538087
116;107,95;-23,023711;-45,538162
116;107,96;-23,023772;-45,538236
116;107,97;-23,023833;-45,538309
116;107,98;-23,023893;-45,538384
116;107,99;-23,02395;-45,538461
116;108;-23,024006;-45,538538
116;108,01;-23,024063;-45,538616
116;108,02;-23,024118;-45,538695
116;108,03;-23,024166;-45,538777
116;108,04;-23,024214;-45,53886
116;108,05;-23,024261;-45,538943
116;108,06;-23,024313;-45,539024
116;108,07;-23,024367;-45,539103
116;108,08;-23,024422;-45,539181
116;108,09;-23,024478;-45,53926
116;108,1;-23,024533;-45,539338
116;108,11;-23,024589;-45,539415
116;108,12;-23,024644;-45,539493
116;108,13;-23,0247;-45,539571
116;108,14;-23,024756;-45,539649
116;108,15;-23,024811;-45,539727
116;108,16;-23,024867;-45,539805
116;108,17;-23,024923;-45,539883
116;108,18;-23,024979;-45,539961
116;108,19;-23,025035;-45,540039
116;108,2;-23,025091;-45,540117
116;108,21;-23,025147;-45,540194
116;108,22;-23,025202;-45,540272
116;108,23;-23,025258;-45,54035
116;108,24;-23,025313;-45,540428
116;108,25;-23,025369;-45,540506
116;108,26;-23,025425;-45,540584
116;108,27;-23,02548;-45,540662
116;108,28;-23,025536;-45,54074
116;108,29;-23,025592;-45,540818
116;108,3;-23,025647;-45,540896
116;108,31;-23,025703;-45,540974
116;108,32;-23,025759;-45,541052
116;108,33;-23,025815;-45,541129
116;108,34;-23,02587;-45,541207
116;108,35;-23,025926;-45,541285
116;108,36;-23,025982;-45,541363
116;108,37;-23,026038;-45,541442
116;108,38;-23,026094;-45,541519
116;108,39;-23,026149;-45,541597
116;108,4;-23,026206;-45,541675
116;108,41;-23,026262;-45,541753
116;108,42;-23,026318;-45,54183
116;108,43;-23,026373;-45,541907
116;108,44;-23,026429;-45,541985
116;108,45;-23,026485;-45,542064
116;108,46;-23,02654;-45,542142
116;108,47;-23,026596;-45,54222
116;108,48;-23,026652;-45,542298
116;108,49;-23,026707;-45,542376
116;108,5;-23,026763;-45,542454
116;108,51;-23,026818;-45,542532
116;108,52;-23,026874;-45,54261
116;108,53;-23,02693;-45,542687
116;108,54;-23,026986;-45,542765
116;108,55;-23,027042;-45,542843
116;108,56;-23,027097;-45,542921
116;108,57;-23,027153;-45,542998
116;108,58;-23,027209;-45,543076
116;108,59;-23,027266;-45,543154
116;108,6;-23,027322;-45,543231
116;108,61;-23,027378;-45,543309
116;108,62;-23,027435;-45,543386
116;108,63;-23,027491;-45,543464
116;108,64;-23,027547;-45,543542
116;108,65;-23,027603;-45,54362
116;108,66;-23,027659;-45,543698
116;108,67;-23,027714;-45,543776
116;108,68;-23,02777;-45,543854
116;108,69;-23,027825;-45,543932
116;108,7;-23,02788;-45,54401
116;108,71;-23,027935;-45,544089
116;108,72;-23,027991;-45,544167
116;108,73;-23,028046;-45,544245
116;108,74;-23,028102;-45,544323
116;108,75;-23,028158;-45,544401
116;108,76;-23,028214;-45,544478
116;108,77;-23,028269;-45,544556
116;108,78;-23,028325;-45,544634
116;108,79;-23,028381;-45,544712
116;108,8;-23,028437;-45,54479
116;108,81;-23,028493;-45,544868
116;108,82;-23,028548;-45,544945
116;108,83;-23,028605;-45,545023
116;108,84;-23,028661;-45,545101
116;108,85;-23,028717;-45,545178
116;108,86;-23,028773;-45,545255
116;108,87;-23,028829;-45,545333
116;108,88;-23,028885;-45,545411
116;108,89;-23,028941;-45,545488
116;108,9;-23,028995;-45,545568
116;108,91;-23,029045;-45,54565
116;108,92;-23,029099;-45,545729
116;108,93;-23,029158;-45,545804
116;108,94;-23,029218;-45,545879
116;108,95;-23,029277;-45,545954
116;108,96;-23,029335;-45,546031
116;108,97;-23,029391;-45,546108
116;108,98;-23,029447;-45,546185
116;108,99;-23,029504;-45,546263
116;109;-23,02956;-45,546341
116;109,01;-23,029615;-45,546419
116;109,02;-23,029671;-45,546497
116;109,03;-23,029727;-45,546575
116;109,04;-23,029783;-45,546652
116;109,05;-23,029839;-45,54673
116;109,06;-23,029895;-45,546807
116;109,07;-23,029952;-45,546885
116;109,08;-23,030008;-45,546963
116;109,09;-23,030064;-45,54704
116;109,1;-23,03012;-45,547118
116;109,11;-23,030175;-45,547196
116;109,12;-23,030231;-45,547273
116;109,13;-23,030287;-45,547351
116;109,14;-23,030343;-45,547429
116;109,15;-23,030398;-45,547507
116;109,16;-23,030454;-45,547585
116;109,17;-23,03051;-45,547663
116;109,18;-23,030566;-45,547741
116;109,19;-23,030622;-45,547819
116;109,2;-23,030678;-45,547896
116;109,21;-23,030734;-45,547974
116;109,22;-23,03079;-45,548052
116;109,23;-23,030846;-45,54813
116;109,24;-23,030901;-45,548208
116;109,25;-23,030957;-45,548286
116;109,26;-23,031012;-45,548364
116;109,27;-23,031068;-45,548442
116;109,28;-23,031124;-45,54852
116;109,29;-23,03118;-45,548598
116;109,3;-23,031236;-45,548676
116;109,31;-23,031292;-45,548753
116;109,32;-23,031348;-45,548831
116;109,33;-23,031405;-45,548908
116;109,34;-23,031462;-45,548985
116;109,35;-23,031518;-45,549061
116;109,36;-23,031575;-45,549138
116;109,37;-23,031632;-45,549215
116;109,38;-23,031685;-45,549296
116;109,39;-23,031738;-45,549375
116;109,4;-23,031795;-45,549453
116;109,41;-23,031851;-45,54953
116;109,42;-23,031907;-45,549608
116;109,43;-23,031963;-45,549686
116;109,44;-23,032019;-45,549763
116;109,45;-23,032075;-45,549841
116;109,46;-23,032131;-45,549918
116;109,47;-23,032188;-45,549996
116;109,48;-23,032244;-45,550074
116;109,49;-23,0323;-45,550152
116;109,5;-23,032356;-45,550229
116;109,51;-23,032412;-45,550307
116;109,52;-23,032468;-45,550385
116;109,53;-23,032524;-45,550463
116;109,54;-23,032579;-45,55054
116;109,55;-23,032636;-45,550618
116;109,56;-23,032692;-45,550696
116;109,57;-23,032748;-45,550773
116;109,58;-23,032804;-45,55085
116;109,59;-23,03286;-45,550928
116;109,6;-23,032916;-45,551006
116;109,61;-23,032972;-45,551084
116;109,62;-23,033028;-45,551162
116;109,63;-23,033084;-45,55124
116;109,64;-23,033139;-45,551318
116;109,65;-23,033195;-45,551396
116;109,66;-23,03325;-45,551474
116;109,67;-23,033305;-45,551552
116;109,68;-23,033361;-45,55163
116;109,69;-23,033416;-45,551708
116;109,7;-23,033472;-45,551787
116;109,71;-23,033527;-45,551865
116;109,72;-23,033582;-45,551943
116;109,73;-23,033638;-45,552021
116;109,74;-23,033693;-45,552099
116;109,75;-23,033749;-45,552177
116;109,76;-23,033805;-45,552255
116;109,77;-23,033861;-45,552333
116;109,78;-23,033917;-45,55241
116;109,79;-23,033973;-45,552488
116;109,8;-23,034029;-45,552566
116;109,81;-23,034085;-45,552643
116;109,82;-23,034141;-45,552721
116;109,83;-23,034197;-45,552798
116;109,84;-23,034254;-45,552876
116;109,85;-23,03431;-45,552954
116;109,86;-23,034365;-45,553032
116;109,87;-23,03442;-45,55311
116;109,88;-23,034476;-45,553188
116;109,89;-23,034532;-45,553266
116;109,9;-23,034587;-45,553344
116;109,91;-23,034643;-45,553422
116;109,92;-23,034698;-45,553501
116;109,93;-23,034754;-45,553579
116;109,94;-23,03481;-45,553657
116;109,95;-23,034865;-45,553735
116;109,96;-23,034921;-45,553813
116;109,97;-23,034977;-45,553891
116;109,98;-23,035032;-45,553969
116;110;-23,035142;-45,554125
116;110,01;-23,035197;-45,554204
116;110,02;-23,035252;-45,554282
116;110,03;-23,035306;-45,554361
116;110,04;-23,03536;-45,55444
116;110,05;-23,035415;-45,554519
116;110,06;-23,035469;-45,554598
116;110,07;-23,035524;-45,554677
116;110,08;-23,035578;-45,554756
116;110,09;-23,035632;-45,554835
116;110,1;-23,035686;-45,554914
116;110,11;-23,035739;-45,554994
116;110,12;-23,035791;-45,555074
116;110,13;-23,035842;-45,555155
116;110,14;-23,035893;-45,555236
116;110,15;-23,035945;-45,555317
116;110,16;-23,035996;-45,555398
116;110,17;-23,036047;-45,555479
116;110,18;-23,036099;-45,55556
116;110,19;-23,03615;-45,55564
116;110,2;-23,036201;-45,555721
116;110,21;-23,036253;-45,555802
116;110,22;-23,036304;-45,555883
116;110,23;-23,036355;-45,555964
116;110,24;-23,036407;-45,556045
116;110,25;-23,036458;-45,556125
116;110,26;-23,036509;-45,556206
116;110,27;-23,036559;-45,556288
116;110,28;-23,036609;-45,556371
116;110,29;-23,036658;-45,556453
116;110,3;-23,036706;-45,556535
116;110,31;-23,036754;-45,556618
116;110,32;-23,036802;-45,556701
116;110,33;-23,03685;-45,556784
116;110,34;-23,036898;-45,556867
116;110,35;-23,036945;-45,55695
116;110,36;-23,036993;-45,557034
116;110,37;-23,03704;-45,557117
116;110,38;-23,037087;-45,5572
116;110,39;-23,037134;-45,557284
116;110,4;-23,03718;-45,557368
116;110,41;-23,037227;-45,557451
116;110,42;-23,037273;-45,557535
116;110,43;-23,03732;-45,557619
116;110,44;-23,037366;-45,557703
116;110,45;-23,037412;-45,557788
116;110,46;-23,037456;-45,557873
116;110,47;-23,0375;-45,557958
116;110,48;-23,037544;-45,558044
116;110,49;-23,037588;-45,558129
116;110,5;-23,037632;-45,558215
116;110,51;-23,037675;-45,5583
116;110,52;-23,037718;-45,558386
116;110,53;-23,037761;-45,558472
116;110,54;-23,037803;-45,558558
116;110,55;-23,037846;-45,558644
116;110,56;-23,037889;-45,55873
116;110,57;-23,037931;-45,558816
116;110,58;-23,037974;-45,558901
116;110,59;-23,038017;-45,558987
116;110,6;-23,038059;-45,559073
116;110,61;-23,038102;-45,55916
116;110,62;-23,038146;-45,559245
116;110,63;-23,038184;-45,559333
116;110,64;-23,038221;-45,559421
116;110,65;-23,038261;-45,559508
116;110,66;-23,038315;-45,559587
116;110,67;-23,03836;-45,559672
116;110,68;-23,0384;-45,559759
116;110,69;-23,038438;-45,559848
116;110,7;-23,038476;-45,559935
116;110,71;-23,038514;-45,560024
116;110,72;-23,038554;-45,560111
116;110,73;-23,038587;-45,560201
116;110,74;-23,038622;-45,56029
116;110,75;-23,038657;-45,56038
116;110,76;-23,038692;-45,560469
116;110,77;-23,038725;-45,560559
116;110,78;-23,038757;-45,560649
116;110,79;-23,038789;-45,56074
116;110,8;-23,038821;-45,56083
116;110,81;-23,038853;-45,560921
116;110,82;-23,038885;-45,561011
116;110,83;-23,038918;-45,561101
116;110,84;-23,038952;-45,561191
116;110,85;-23,038986;-45,561281
116;110,86;-23,03902;-45,561371
116;110,87;-23,039054;-45,561461
116;110,88;-23,039087;-45,561551
116;110,89;-23,03912;-45,561641
116;110,9;-23,039153;-45,561731
116;110,91;-23,039185;-45,561821
116;110,92;-23,039218;-45,561911
116;110,93;-23,039249;-45,562002
116;110,94;-23,039281;-45,562093
116;110,95;-23,039312;-45,562184
116;110,96;-23,039343;-45,562275
116;110,97;-23,039373;-45,562366
116;110,98;-23,039403;-45,562457
116;110,99;-23,039433;-45,562548
116;111;-23,039463;-45,562639
116;111,01;-23,039492;-45,56273
116;111,02;-23,039522;-45,562822
116;111,03;-23,039551;-45,562913
116;111,04;-23,039581;-45,563005
116;111,05;-23,039609;-45,563096
116;111,06;-23,039637;-45,563188
116;111,07;-23,039664;-45,56328
116;111,08;-23,03969;-45,563373
116;111,09;-23,039717;-45,563465
116;111,1;-23,039743;-45,563557
116;111,11;-23,03977;-45,563649
116;111,12;-23,039796;-45,563742
116;111,13;-23,039821;-45,563834
116;111,14;-23,039847;-45,563926
116;111,15;-23,039873;-45,564019
116;111,16;-23,0399;-45,564111
116;111,17;-23,039925;-45,564204
116;111,18;-23,039949;-45,564297
116;111,19;-23,039973;-45,564389
116;111,2;-23,039997;-45,564482
116;111,21;-23,040021;-45,564575
116;111,22;-23,040045;-45,564668
116;111,23;-23,040069;-45,564761
116;111,24;-23,040093;-45,564854
116;111,25;-23,040117;-45,564947
116;111,26;-23,040141;-45,56504
116;111,27;-23,040165;-45,565133
116;111,28;-23,04019;-45,565226
116;111,29;-23,040214;-45,565319
116;111,3;-23,040238;-45,565412
116;111,31;-23,040262;-45,565505
116;111,32;-23,040286;-45,565597
116;111,33;-23,040309;-45,56569
116;111,34;-23,040333;-45,565783
116;111,35;-23,040356;-45,565876
116;111,36;-23,040379;-45,565969
116;111,37;-23,040402;-45,566063
116;111,38;-23,040424;-45,566156
116;111,39;-23,040447;-45,566249
116;111,4;-23,040471;-45,566342
116;111,41;-23,040494;-45,566435
116;111,42;-23,040518;-45,566528
116;111,43;-23,040541;-45,566621
116;111,44;-23,040564;-45,566714
116;111,45;-23,040588;-45,566808
116;111,46;-23,040611;-45,566901
116;111,47;-23,040635;-45,566994
116;111,48;-23,040658;-45,567087
116;111,49;-23,040682;-45,567179
116;111,5;-23,040705;-45,567272
116;111,51;-23,040729;-45,567365
116;111,52;-23,040753;-45,567458
116;111,53;-23,040777;-45,567551
116;111,54;-23,040801;-45,567644
116;111,55;-23,040825;-45,567737
116;111,56;-23,040849;-45,56783
116;111,57;-23,040872;-45,567923
116;111,58;-23,040896;-45,568016
116;111,59;-23,04092;-45,56811
116;111,6;-23,040943;-45,568203
116;111,61;-23,040967;-45,568295
116;111,62;-23,04099;-45,568388
116;111,63;-23,041013;-45,568481
116;111,64;-23,041037;-45,568575
116;111,65;-23,04106;-45,568668
116;111,66;-23,041083;-45,568761
116;111,67;-23,041107;-45,568854
116;111,68;-23,04113;-45,568947
116;111,69;-23,041154;-45,56904
116;111,7;-23,041177;-45,569133
116;111,71;-23,0412;-45,569226
116;111,72;-23,041224;-45,569319
116;111,73;-23,041248;-45,569412
116;111,74;-23,041272;-45,569505
116;111,75;-23,041297;-45,569598
116;111,76;-23,041321;-45,569691
116;111,77;-23,041346;-45,569783
116;111,78;-23,04137;-45,569876
116;111,79;-23,041394;-45,569969
116;111,8;-23,04142;-45,570062
116;111,81;-23,041445;-45,570154
116;111,82;-23,041472;-45,570246
116;111,83;-23,041499;-45,570338
116;111,84;-23,041527;-45,57043
116;111,85;-23,041555;-45,570522
116;111,86;-23,041582;-45,570614
116;111,87;-23,041608;-45,570706
116;111,88;-23,041633;-45,570799
116;111,89;-23,041658;-45,570892
116;111,9;-23,041682;-45,570984
116;111,91;-23,041706;-45,571078
116;111,92;-23,041729;-45,571171
116;111,93;-23,041753;-45,571263
116;111,94;-23,041777;-45,571356
116;111,95;-23,041801;-45,571449
116;111,96;-23,041826;-45,571542
116;111,97;-23,04185;-45,571635
116;111,98;-23,041874;-45,571728
116;111,99;-23,041898;-45,571821
116;112;-23,041922;-45,571914
116;112,01;-23,041942;-45,572008
116;112,02;-23,041957;-45,572102
116;112,03;-23,041972;-45,572197
116;112,04;-23,04199;-45,572291
116;112,05;-23,042009;-45,572385
116;112,06;-23,042033;-45,572478
116;112,07;-23,042056;-45,572571
116;112,08;-23,04208;-45,572664
116;112,09;-23,042103;-45,572757
116;112,1;-23,042127;-45,57285
116;112,11;-23,04215;-45,572943
116;112,12;-23,042174;-45,573036
116;112,13;-23,042198;-45,573129
116;112,14;-23,042222;-45,573222
116;112,15;-23,042245;-45,573315
116;112,16;-23,042269;-45,573408
116;112,17;-23,042292;-45,573501
116;112,18;-23,042316;-45,573595
116;112,19;-23,042339;-45,573688
116;112,2;-23,042363;-45,573781
116;112,21;-23,042386;-45,573874
116;112,22;-23,042411;-45,573967
116;112,23;-23,042435;-45,57406
116;112,24;-23,042459;-45,574153
116;112,25;-23,042483;-45,574245
116;112,26;-23,042507;-45,574338
116;112,27;-23,042532;-45,574431
116;112,28;-23,042557;-45,574524
116;112,29;-23,042581;-45,574617
116;112,3;-23,042604;-45,574709
116;112,31;-23,042632;-45,574801
116;112,32;-23,042658;-45,574894
116;112,33;-23,042684;-45,574986
116;112,34;-23,042712;-45,575078
116;112,35;-23,042741;-45,575169
116;112,36;-23,042769;-45,575261
116;112,37;-23,042794;-45,575354
116;112,38;-23,042818;-45,575447
116;112,39;-23,042841;-45,57554
116;112,4;-23,042865;-45,575633
116;112,41;-23,04289;-45,575725
116;112,42;-23,042914;-45,575818
116;112,43;-23,04294;-45,575911
116;112,44;-23,042965;-45,576004
116;112,45;-23,042989;-45,576096
116;112,46;-23,043012;-45,576189
116;112,47;-23,043034;-45,576283
116;112,48;-23,043057;-45,576376
116;112,49;-23,043081;-45,576469
116;112,5;-23,043106;-45,576561
116;112,51;-23,043131;-45,576654
116;112,52;-23,043156;-45,576747
116;112,53;-23,043178;-45,57684
116;112,54;-23,043201;-45,576933
116;112,55;-23,043226;-45,577026
116;112,56;-23,043245;-45,57712
116;112,57;-23,04326;-45,577215
116;112,58;-23,043276;-45,577309
116;112,59;-23,043292;-45,577404
116;112,6;-23,043309;-45,577499
116;112,61;-23,043331;-45,577592
116;112,62;-23,043354;-45,577685
116;112,63;-23,043378;-45,577778
116;112,64;-23,043401;-45,577871
116;112,65;-23,043425;-45,577964
116;112,66;-23,043449;-45,578057
116;112,67;-23,043473;-45,57815
116;112,68;-23,043497;-45,578243
116;112,69;-23,043521;-45,578335
116;112,7;-23,043546;-45,578428
116;112,71;-23,04357;-45,578521
116;112,72;-23,043595;-45,578614
116;112,73;-23,04362;-45,578706
116;112,74;-23,043646;-45,578799
116;112,75;-23,043671;-45,578892
116;112,76;-23,043695;-45,578984
116;112,77;-23,043721;-45,579077
116;112,78;-23,043747;-45,57917
116;112,79;-23,043773;-45,579261
116;112,8;-23,043799;-45,579354
116;112,81;-23,043826;-45,579446
116;112,82;-23,043852;-45,579538
116;112,83;-23,043877;-45,579631
116;112,84;-23,043902;-45,579724
116;112,85;-23,043927;-45,579816
116;112,86;-23,043951;-45,579909
116;112,87;-23,043976;-45,580002
116;112,88;-23,044;-45,580095
116;112,89;-23,044024;-45,580188
116;112,9;-23,044047;-45,580281
116;112,91;-23,044071;-45,580374
116;112,92;-23,044095;-45,580467
116;112,93;-23,044119;-45,580559
116;112,94;-23,044143;-45,580653
116;112,95;-23,044168;-45,580746
116;112,96;-23,044192;-45,580839
116;112,97;-23,044215;-45,580931
116;112,98;-23,044239;-45,581024
116;112,99;-23,044264;-45,581117
116;113;-23,044289;-45,58121
116;113,01;-23,044311;-45,581303
116;113,02;-23,044335;-45,581396
116;113,03;-23,044358;-45,581489
116;113,04;-23,04438;-45,581582
116;113,05;-23,044403;-45,581676
116;113,06;-23,044428;-45,581769
116;113,07;-23,044452;-45,581861
116;113,08;-23,044471;-45,581955
116;113,09;-23,044487;-45,58205
116;113,1;-23,044511;-45,582143
116;113,11;-23,044535;-45,582236
116;113,12;-23,044559;-45,582329
116;113,13;-23,044582;-45,582422
116;113,14;-23,044603;-45,582513
116;113,15;-23,044637;-45,582602
116;113,16;-23,044665;-45,582694
116;113,17;-23,044691;-45,582786
116;113,18;-23,044712;-45,58288
116;113,19;-23,044737;-45,582972
116;113,2;-23,044761;-45,583066
116;113,21;-23,044782;-45,583159
116;113,22;-23,044806;-45,583252
116;113,23;-23,044831;-45,583345
116;113,24;-23,044855;-45,583438
116;113,25;-23,044879;-45,583531
116;113,26;-23,044902;-45,583624
116;113,27;-23,044923;-45,583718
116;113,28;-23,044946;-45,583811
116;113,29;-23,044971;-45,583903
116;113,3;-23,044995;-45,583996
116;113,31;-23,045017;-45,584089
116;113,32;-23,04504;-45,584182
116;113,33;-23,045064;-45,584276
116;113,34;-23,045088;-45,584368
116;113,35;-23,045114;-45,584461
116;113,36;-23,045138;-45,584554
116;113,37;-23,045161;-45,584647
116;113,38;-23,045185;-45,58474
116;113,39;-23,04521;-45,584832
116;113,4;-23,045234;-45,584926
116;113,41;-23,045257;-45,585019
116;113,42;-23,04528;-45,585112
116;113,43;-23,045302;-45,585205
116;113,44;-23,045325;-45,585298
116;113,45;-23,045349;-45,585392
116;113,46;-23,045373;-45,585484
116;113,47;-23,045397;-45,585577
116;113,48;-23,045421;-45,58567
116;113,49;-23,045446;-45,585762
116;113,5;-23,045471;-45,585855
116;113,51;-23,045496;-45,585948
116;113,52;-23,045519;-45,586041
116;113,53;-23,045543;-45,586134
116;113,54;-23,045566;-45,586227
116;113,55;-23,045588;-45,586321
116;113,56;-23,045613;-45,586413
116;113,57;-23,045636;-45,586506
116;113,58;-23,045659;-45,5866
116;113,59;-23,045682;-45,586692
116;113,6;-23,045706;-45,586785
116;113,61;-23,045729;-45,586879
116;113,62;-23,045753;-45,586972
116;113,63;-23,045776;-45,587065
116;113,64;-23,045797;-45,587158
116;113,65;-23,045818;-45,587252
116;113,66;-23,045838;-45,587346
